pair_ID	resume	jd	score
240	Set up computers and provided tech support on site. Explained product and gave demonstrations to potential customers	Experience developing complex software systems that have successfully been delivered to customers.	three
241	"Acted as member of architecture team for development of standards and methodologies for coding, peer code review, and reusable code library development base on Industry standards and accepted best practice guidelines"	"· Knowledge of professional software engineering practices & best practices for full software development life cycle, including coding standards, code reviews, source control management, continuous deployments, testing and operations."	four
242	"Java, C++ Programming Certificate"	"programming experience with at least one modern language such as Java, C++, or C# including object oriented design"	five
243	"Deep understanding of computer architectures, algorithms"	"· two+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems"	two
244	Implemented Scrum for software development projects	professional software development experience	five
245	"I am seeking a software development position in which I create applications which stretch the boundaries of what we can make our machines do for us. That could be an entirely new class of software, or a better version of something that already exists."	You love Software Development & Programming	five
246	specialized in Front-end (Web) technology.	Prior experience as a backend or frontend developer (both would be a plus but is not mandatory)	four
247	"Worked with Spring framework (Spring Core, Sprint Web, Spring Data, Spring Security),"	Prior (work) experience with Java and a framework like Spring	five
248	Designed and implemented OS/two PM system in Object Oriented (OO) C++	Good understanding of OOP and testing	three
249	Mentor for a new hire pilot program to train inexperienced	leading and mentoring other development team members	five
250	Cross Functional Teams	"experience in a leadership position in cross-functional, highly collaborative environment."	three
251	"HTML/XHTML (CGI, CSS)"	"Prior (work) experience with Javascript, CSS and HTML"	five
252	Expanded automated end-to-end UI tests using Protractor for AngularJS	"You have used jQuery or at least one UI framework like Angular, React, …"	four
253	Certified SCRUM Master (two009)	"· five+ years of experience with agile software development methodologies, especially Scrum, Kanban and/or Scrum-ban"	five
254	"Created intuitively designed interfaces that use modern UX/UI design philosophies to engage users, incorporate accessibility, and provide a responsive layout"	"· two+ years experience working with NoSQL, AWS, micro-services architectures, RESTful APIs, and responsive human centered UI design."	three
255	I've used SQL in everything from embedded sqlite databases to multi-server postgresql and mysql clusters. I've been learning and using SQL since two000.	· Hands-on experience and advanced knowledge of SQL.	five
256	Python programming language	Experience coding and automating processes using Python or R.	five
257	Am comfortable working in teams	the ability to work well in a team.	five
258	"Conducted successful troubleshooting, installation, secure management of systems"	"· Effective analytical, troubleshooting, and problem-solving skills."	five
259	Java-script programming language. Java programming language	"Java, Java EE, Go Lang, JavaScript etc."	five
260	"Programming languages : Java, C++, Python, R"	"Skills with Java, C++ (or other high-level programming language) as well as R, MATLAB, Python (or similar scripting language)"	five
